nohup: ignoring input
<pymysql.connections.Connection object at 0x7f687b10fd60>
Not using distributed mode
Creating vqa datasets
Creating model
reshape position embedding from 256 to 576
reshape position embedding from 256 to 576
load checkpoint from /home/coder/projects/TCL/TCL_4M.pth
_IncompatibleKeys(missing_keys=[], unexpected_keys=['temp', 'image_queue', 'text_queue', 'queue_ptr', 'vision_proj.weight', 'vision_proj.bias', 'text_proj.weight', 'text_proj.bias', 'itm_head.weight', 'itm_head.bias', 'vision_proj_m.weight', 'vision_proj_m.bias', 'text_proj_m.weight', 'text_proj_m.bias'])
Start training
Train Epoch: [0]  [   0/2469]  eta: 2:49:50  lr: 0.000010  loss: 34.7158  time: 4.1275  data: 1.7563  max mem: 8827
Train Epoch: [0]  [  50/2469]  eta: 0:52:24  lr: 0.000010  loss: 7.9494  time: 1.2630  data: 0.0001  max mem: 11964
Train Epoch: [0]  [ 100/2469]  eta: 0:50:45  lr: 0.000010  loss: 17.8655  time: 1.2785  data: 0.0001  max mem: 11964
Train Epoch: [1]  [ 550/2469]  eta: 0:40:40  lr: 0.000020  loss: 3.2573  time: 0.8143  data: 0.0001  max mem: 13121
Train Epoch: [1]  [ 600/2469]  eta: 0:39:41  lr: 0.000020  loss: 5.4376  time: 1.3014  data: 0.0001  max mem: 13121
Train Epoch: [1]  [ 650/2469]  eta: 0:38:41  lr: 0.000020  loss: 9.8657  time: 1.3071  data: 0.0001  max mem: 13121
Train Epoch: [1]  [ 700/2469]  eta: 0:37:41  lr: 0.000020  loss: 5.2893  time: 1.3118  data: 0.0001  max mem: 13217
Train Epoch: [1]  [ 750/2469]  eta: 0:36:40  lr: 0.000020  loss: 3.4842  time: 1.3074  data: 0.0001  max mem: 13217
Train Epoch: [1]  [ 800/2469]  eta: 0:35:38  lr: 0.000020  loss: 1.1385  time: 1.2858  data: 0.0001  max mem: 13217
Train Epoch: [1]  [ 850/2469]  eta: 0:34:36  lr: 0.000020  loss: 1.0597  time: 1.3022  data: 0.0001  max mem: 13217
Train Epoch: [1]  [ 900/2469]  eta: 0:33:34  lr: 0.000020  loss: 6.9878  time: 1.2990  data: 0.0001  max mem: 13294
Train Epoch: [1]  [ 950/2469]  eta: 0:32:31  lr: 0.000020  loss: 3.1287  time: 1.3017  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1000/2469]  eta: 0:31:28  lr: 0.000020  loss: 1.5611  time: 1.2991  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1050/2469]  eta: 0:30:25  lr: 0.000020  loss: 1.7656  time: 1.3064  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1100/2469]  eta: 0:29:21  lr: 0.000020  loss: 0.1227  time: 1.3021  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1150/2469]  eta: 0:28:18  lr: 0.000020  loss: 9.9067  time: 1.3059  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1200/2469]  eta: 0:27:14  lr: 0.000020  loss: 9.5902  time: 1.2999  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1250/2469]  eta: 0:26:10  lr: 0.000020  loss: 3.6698  time: 1.3061  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1300/2469]  eta: 0:25:07  lr: 0.000020  loss: 2.4807  time: 1.3005  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1350/2469]  eta: 0:24:03  lr: 0.000020  loss: 3.1754  time: 1.3145  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1400/2469]  eta: 0:23:00  lr: 0.000020  loss: 4.4251  time: 1.3221  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1450/2469]  eta: 0:21:56  lr: 0.000020  loss: 1.8927  time: 1.3187  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1500/2469]  eta: 0:20:53  lr: 0.000020  loss: 1.5324  time: 1.3180  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1550/2469]  eta: 0:19:49  lr: 0.000020  loss: 1.0859  time: 1.3287  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1600/2469]  eta: 0:18:45  lr: 0.000020  loss: 0.0412  time: 1.3258  data: 0.0001  max mem: 13294
Train Epoch: [1]  [1650/2469]  eta: 0:17:41  lr: 0.000020  loss: 4.6831  time: 1.3145  data: 0.0001  max mem: 13348
Train Epoch: [1]  [1700/2469]  eta: 0:16:37  lr: 0.000020  loss: 2.1858  time: 1.3274  data: 0.0001  max mem: 13348
Train Epoch: [1]  [1750/2469]  eta: 0:15:32  lr: 0.000020  loss: 2.9008  time: 1.3220  data: 0.0001  max mem: 13348
Train Epoch: [1]  [1800/2469]  eta: 0:14:28  lr: 0.000020  loss: 1.2398  time: 1.3305  data: 0.0001  max mem: 13348
Train Epoch: [1]  [1850/2469]  eta: 0:13:23  lr: 0.000020  loss: 4.2442  time: 1.3235  data: 0.0001  max mem: 13348
Train Epoch: [1]  [1900/2469]  eta: 0:12:19  lr: 0.000020  loss: 3.8699  time: 1.3228  data: 0.0001  max mem: 13348
Train Epoch: [1]  [1950/2469]  eta: 0:11:14  lr: 0.000020  loss: 3.1573  time: 1.3180  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2000/2469]  eta: 0:10:09  lr: 0.000020  loss: 3.0970  time: 1.3249  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2050/2469]  eta: 0:09:04  lr: 0.000020  loss: 6.8764  time: 1.3151  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2100/2469]  eta: 0:07:59  lr: 0.000020  loss: 3.9671  time: 1.3178  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2150/2469]  eta: 0:06:51  lr: 0.000020  loss: 2.0819  time: 0.6392  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2200/2469]  eta: 0:05:46  lr: 0.000020  loss: 1.0396  time: 1.3125  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2250/2469]  eta: 0:04:42  lr: 0.000020  loss: 4.4385  time: 1.3248  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2300/2469]  eta: 0:03:38  lr: 0.000020  loss: 11.0024  time: 1.3226  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2350/2469]  eta: 0:02:33  lr: 0.000020  loss: 2.1393  time: 1.3169  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2400/2469]  eta: 0:01:29  lr: 0.000020  loss: 0.7567  time: 1.3169  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2450/2469]  eta: 0:00:24  lr: 0.000020  loss: 0.2575  time: 1.3080  data: 0.0001  max mem: 13348
Train Epoch: [1]  [2468/2469]  eta: 0:00:01  lr: 0.000020  loss: 8.0523  time: 1.3065  data: 0.0001  max mem: 13348
Train Epoch: [1] Total time: 0:53:13 (1.2933 s / it)
Averaged stats: lr: 0.0000  loss: 3.7916
###### {'lr': '0.000', 'loss': '3.792'}
Train Epoch: [2]  [   0/2469]  eta: 1:56:25  lr: 0.000019  loss: 3.4796  time: 2.8294  data: 1.4992  max mem: 13348
Train Epoch: [2]  [  50/2469]  eta: 0:54:00  lr: 0.000019  loss: 5.3192  time: 1.3204  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 100/2469]  eta: 0:52:27  lr: 0.000019  loss: 0.1908  time: 1.3159  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 150/2469]  eta: 0:51:14  lr: 0.000019  loss: 4.3043  time: 1.3156  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 200/2469]  eta: 0:50:04  lr: 0.000019  loss: 2.3324  time: 1.3133  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 250/2469]  eta: 0:48:54  lr: 0.000019  loss: 1.4546  time: 1.3189  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 300/2469]  eta: 0:47:49  lr: 0.000019  loss: 0.2322  time: 1.3306  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 350/2469]  eta: 0:46:41  lr: 0.000019  loss: 2.2081  time: 1.3152  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 400/2469]  eta: 0:45:32  lr: 0.000019  loss: 1.4128  time: 1.3134  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 450/2469]  eta: 0:44:24  lr: 0.000019  loss: 0.6120  time: 1.3085  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 500/2469]  eta: 0:43:18  lr: 0.000019  loss: 2.8727  time: 1.3193  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 550/2469]  eta: 0:42:10  lr: 0.000019  loss: 5.2284  time: 1.3065  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 600/2469]  eta: 0:41:05  lr: 0.000019  loss: 2.4212  time: 1.3324  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 650/2469]  eta: 0:39:59  lr: 0.000019  loss: 0.6620  time: 1.3183  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 700/2469]  eta: 0:38:53  lr: 0.000019  loss: 3.4118  time: 1.3158  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 750/2469]  eta: 0:37:47  lr: 0.000019  loss: 3.9273  time: 1.3180  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 800/2469]  eta: 0:36:41  lr: 0.000019  loss: 11.2787  time: 1.3203  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 850/2469]  eta: 0:35:33  lr: 0.000019  loss: 2.0533  time: 1.3078  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 900/2469]  eta: 0:34:26  lr: 0.000019  loss: 5.9281  time: 1.3012  data: 0.0001  max mem: 13348
Train Epoch: [2]  [ 950/2469]  eta: 0:33:19  lr: 0.000019  loss: 12.3437  time: 1.3014  data: 0.0001  max mem: 13348
Train Epoch: [2]  [1000/2469]  eta: 0:32:12  lr: 0.000019  loss: 4.2640  time: 1.2881  data: 0.0001  max mem: 13348
Train Epoch: [2]  [1050/2469]  eta: 0:31:05  lr: 0.000019  loss: 0.4658  time: 1.2936  data: 0.0001  max mem: 13348
Train Epoch: [2]  [1100/2469]  eta: 0:29:58  lr: 0.000019  loss: 7.2785  time: 1.3004  data: 0.0001  max mem: 13348
Train Epoch: [2]  [1150/2469]  eta: 0:28:52  lr: 0.000019  loss: 1.6885  time: 1.3032  data: 0.0001  max mem: 13348
Train Epoch: [2]  [1200/2469]  eta: 0:27:45  lr: 0.000019  loss: 5.6297  time: 1.3046  data: 0.0001  max mem: 13348
Train Epoch: [2]  [1250/2469]  eta: 0:26:17  lr: 0.000019  loss: 8.3775  time: 0.6046  data: 0.0001  max mem: 13348
Train Epoch: [2]  [1300/2469]  eta: 0:25:13  lr: 0.000019  loss: 1.8357  time: 1.3072  data: 0.0001  max mem: 13348
Train Epoch: [2]  [1350/2469]  eta: 0:24:08  lr: 0.000019  loss: 0.1551  time: 1.3023  data: 0.0001  max mem: 13348
Train Epoch: [2]  [1400/2469]  eta: 0:23:04  lr: 0.000019  loss: 7.6542  time: 1.3217  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1450/2469]  eta: 0:21:59  lr: 0.000019  loss: 2.4335  time: 1.2977  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1500/2469]  eta: 0:20:55  lr: 0.000019  loss: 0.4435  time: 1.3065  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1550/2469]  eta: 0:19:51  lr: 0.000019  loss: 8.6199  time: 1.2985  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1600/2469]  eta: 0:18:46  lr: 0.000019  loss: 2.2004  time: 1.3046  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1650/2469]  eta: 0:17:42  lr: 0.000019  loss: 2.3023  time: 1.3243  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1700/2469]  eta: 0:16:37  lr: 0.000019  loss: 1.0192  time: 1.3225  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1750/2469]  eta: 0:15:33  lr: 0.000019  loss: 6.3816  time: 1.3202  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1800/2469]  eta: 0:14:28  lr: 0.000019  loss: 3.0371  time: 1.3189  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1850/2469]  eta: 0:13:24  lr: 0.000019  loss: 2.3037  time: 1.3181  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1900/2469]  eta: 0:12:19  lr: 0.000019  loss: 2.8163  time: 1.3164  data: 0.0001  max mem: 13352
Train Epoch: [2]  [1950/2469]  eta: 0:11:14  lr: 0.000019  loss: 5.6686  time: 1.3150  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2000/2469]  eta: 0:10:09  lr: 0.000019  loss: 0.7342  time: 1.3119  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2050/2469]  eta: 0:09:04  lr: 0.000019  loss: 1.5327  time: 1.3226  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2100/2469]  eta: 0:07:59  lr: 0.000019  loss: 2.4496  time: 1.3040  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2150/2469]  eta: 0:06:55  lr: 0.000019  loss: 6.7172  time: 1.3235  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2200/2469]  eta: 0:05:50  lr: 0.000019  loss: 8.7902  time: 1.3162  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2250/2469]  eta: 0:04:45  lr: 0.000019  loss: 8.4258  time: 1.3229  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2300/2469]  eta: 0:03:40  lr: 0.000019  loss: 0.1527  time: 1.3091  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2350/2469]  eta: 0:02:35  lr: 0.000019  loss: 1.7596  time: 1.3222  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2400/2469]  eta: 0:01:29  lr: 0.000019  loss: 4.5647  time: 1.3126  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2450/2469]  eta: 0:00:24  lr: 0.000019  loss: 3.0129  time: 1.3160  data: 0.0001  max mem: 13352
Train Epoch: [2]  [2468/2469]  eta: 0:00:01  lr: 0.000019  loss: 0.8970  time: 1.3272  data: 0.0001  max mem: 13352
Train Epoch: [2] Total time: 0:53:38 (1.3035 s / it)
Averaged stats: lr: 0.0000  loss: 2.8010
###### {'lr': '0.000', 'loss': '2.801'}
Train Epoch: [3]  [   0/2469]  eta: 2:07:38  lr: 0.000018  loss: 1.1094  time: 3.1018  data: 1.7595  max mem: 13352
Train Epoch: [3]  [  50/2469]  eta: 0:54:24  lr: 0.000018  loss: 1.2956  time: 1.3091  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 100/2469]  eta: 0:52:31  lr: 0.000018  loss: 1.6657  time: 1.3182  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 150/2469]  eta: 0:51:24  lr: 0.000018  loss: 2.9102  time: 1.3329  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 200/2469]  eta: 0:50:10  lr: 0.000018  loss: 0.2239  time: 1.3193  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 250/2469]  eta: 0:49:02  lr: 0.000018  loss: 4.1617  time: 1.3175  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 300/2469]  eta: 0:47:55  lr: 0.000018  loss: 0.1010  time: 1.3199  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 350/2469]  eta: 0:44:22  lr: 0.000018  loss: 3.3215  time: 0.7329  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 400/2469]  eta: 0:43:35  lr: 0.000018  loss: 0.6509  time: 1.3177  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 450/2469]  eta: 0:42:42  lr: 0.000018  loss: 1.6263  time: 1.3123  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 500/2469]  eta: 0:41:48  lr: 0.000018  loss: 0.7180  time: 1.3179  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 550/2469]  eta: 0:40:52  lr: 0.000018  loss: 0.8944  time: 1.3149  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 600/2469]  eta: 0:39:55  lr: 0.000018  loss: 6.4665  time: 1.3087  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 650/2469]  eta: 0:38:55  lr: 0.000018  loss: 0.5157  time: 1.3238  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 700/2469]  eta: 0:37:55  lr: 0.000018  loss: 5.2115  time: 1.3166  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 750/2469]  eta: 0:36:54  lr: 0.000018  loss: 0.3708  time: 1.3090  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 800/2469]  eta: 0:35:53  lr: 0.000018  loss: 5.3910  time: 1.3189  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 850/2469]  eta: 0:34:51  lr: 0.000018  loss: 1.6088  time: 1.3187  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 900/2469]  eta: 0:33:49  lr: 0.000018  loss: 2.5935  time: 1.3229  data: 0.0001  max mem: 13352
Train Epoch: [3]  [ 950/2469]  eta: 0:32:46  lr: 0.000018  loss: 0.9814  time: 1.3251  data: 0.0001  max mem: 13352
Train Epoch: [3]  [1000/2469]  eta: 0:31:44  lr: 0.000018  loss: 2.2359  time: 1.3213  data: 0.0001  max mem: 13352
Train Epoch: [3]  [1050/2469]  eta: 0:30:40  lr: 0.000018  loss: 0.7246  time: 1.3191  data: 0.0001  max mem: 13352
Train Epoch: [3]  [1100/2469]  eta: 0:29:37  lr: 0.000018  loss: 0.6611  time: 1.3185  data: 0.0001  max mem: 13352
Train Epoch: [3]  [1150/2469]  eta: 0:28:34  lr: 0.000018  loss: 0.5045  time: 1.3239  data: 0.0001  max mem: 13352
Train Epoch: [3]  [1200/2469]  eta: 0:27:30  lr: 0.000018  loss: 4.0991  time: 1.3191  data: 0.0001  max mem: 13352
Train Epoch: [3]  [1250/2469]  eta: 0:26:26  lr: 0.000018  loss: 0.4174  time: 1.3341  data: 0.0001  max mem: 13352
Train Epoch: [3]  [1300/2469]  eta: 0:25:22  lr: 0.000018  loss: 0.9028  time: 1.3137  data: 0.0001  max mem: 13352
Train Epoch: [3]  [1350/2469]  eta: 0:24:18  lr: 0.000018  loss: 0.5025  time: 1.3299  data: 0.0001  max mem: 13352
